,r_points,r_text,place,scores,compound,score
0,20,If you are a disable person or old person and you need services for disable people change your mind the service point its in the middle of the ground floor approximately 600m away from the entrance. The security services at the parking cannot give you any assistance and you must go to the service point to take a wheel chair. If you are alone or with jther old person you CANNOT have access in this Mall.,Nicosia mall,"{'neg': 0.026, 'neu': 0.942, 'pos': 0.031, 'compound': 0.1027}",0.1027,pos
1,30,"This Mall is okay as far as they go, that said, it's fairly expensive. Some shops do VAT free purchases if you have your passport and are prepared to claim when you fly home.",Nicosia mall,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.7269}",0.7269,pos
3,40,I like Nicosia Mall it's very spacious and easy to park.Very helpful Staff in the Shops.Good selection of places to eat.I always enjoy Costa Coffee.,Nicosia mall,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8925}",0.8925,pos
4,40,Nicosia mall is a beautiful new mall with lots of shops and restaurants to choose from. Some unique ones for Cyprus.,Nicosia mall,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5994}",0.5994,pos
5,10,"Decided to visit Nicosia for the day and we wish we hadn’t. It was a wasted day and felt really uncomfortable here. Couldn’t wait to get back to our villa in Latchi. Went over the DMZ and found a tourist trap of shops consisting of gold , bags and tack. The only one thing we did enjoy was the Buyuk Han . Lovely building with lots of individual craft shops . Don’t go on a Sunday as the majority of the shops are closed.",Nicosia mall,"{'neg': 0.093, 'neu': 0.799, 'pos': 0.108, 'compound': 0.3197}",0.3197,pos
6,40,"Went today and enjoyed the experience. Loads of shops to cater for all budgets. Places for kids to play, supermarket and food court. Everything was clean and the cinema was also there.",Nicosia mall,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.8126}",0.8126,pos
7,50,"if you wish to spend your day for shopping and you are in Nicosia, this Mall has it all: shops, cafes, restaurants, cinema and ... the cheapest supermarket of the island!Parking is convenient. The most famous clothing brands are there: ZARA group, NIKE, ADIDAS, M&S as well as PUBLIC (for books and technology)",Nicosia mall,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.6239}",0.6239,pos
8,40,The mall is spacious and has nice shops. I like mainly the rio cinema with comfortable big coaches and nice surrounding dolbi system. I enjoy watching movie there. The parking is large also you can always find a place to park your car. During the week end I recommend for families and friends to eat and spend nice time,Nicosia mall,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9682}",0.9682,pos
9,50,"A very large shopping center with a lot of stores and places to eat, there's also a cinema and a food court.",Nicosia mall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
10,40,The new Nicosia mall looks like an exact cut and paste copy of the mall in paphos. It’s shops and layout is almost identical but it has more flagship stores. Worth a visit for a shopping spree!,Nicosia mall,"{'neg': 0.039, 'neu': 0.787, 'pos': 0.173, 'compound': 0.6459}",0.6459,pos
11,50,"The biggest mall on the island - there are literally hundreds of choices for shopping, dining and for entertainment. The mall corridors are very spacious so it never feels too overcrowded. It's a great day out, you can literally spend the entire day inside and not even realize it! Very child-friendly, they had some activities for children during the Easter break and the girl at the information desk was very helpful (they even give you a map). There is also a cinema (with surprisingly comfortable seats). Definitely recommend it!",Nicosia mall,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.9651}",0.9651,pos
12,50,"This is definitely the best destination in Cyprus for shopping as well as for leisure. It is by far the biggest mall locally and its very easy to reach. It has great variety of shops, including a range of monobrand stores which you can only find here such as Calvin Klein Jeans, Napapijri and many others. The selection of high-street brands is also excellent. The overall atmosphere is welcoming and airy, with wide corridors. The smart parking system is definitely a plus and it keeps us going back every single week.If you are looking for an upgraded cinema experience, you can also find it here.The dining selection is also fantastic and the cafes offer great views of the outdoor.Highly recommended.",Nicosia mall,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.9892}",0.9892,pos
13,40,"Very nice mall with a lot of choises in clothes and shoes shop for everyone. I like it because of the shops (clothes, shoes, supermarket,electronics, decoration etc) and the cinema too. There 're also a lot of food choices and cafe also.",Nicosia mall,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.6801}",0.6801,pos
14,20,By UK standards a smallish mall. A good range of clothes shops for the Island. Very little for children. The cafe Nereo on the top floor has great views of the mountains and is one of a number of places with this view. Parking is free and easy. If live on the Island it is a good place to go for what you need. If you are visiting you are likely to have better at home...,Nicosia mall,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.9643}",0.9643,pos
15,50,Nicosia Mall has been well planned and located away from the main Tourist and Business Areas which makes it easier to get to. Plenty of Free Parking and set in an area which will look very nice once the greenery and plants have had time to grow. The Outlets are plentiful and there is a number of Take Away Food Outlets as well as Coffee Shops. Set out over Two Levels with Escalators & Lifts available and Toilets to satisfy those who need them. All round a Good Day Out.,Nicosia mall,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.9558}",0.9558,pos
16,40,Easy parking and many shops to choose from. Food court had a good selection and lots of places to sit down and enjoy the view!!,Nicosia mall,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8619}",0.8619,pos
17,40,"Very nice restaurant with excellent food, cosy environment, good service, the staff is very friendly",Nicosia mall,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9214}",0.9214,pos
18,50,"Having travelled to many countries, I have had the chance to visit many malls.This one is right up there with the best of them.It is very open, has lots of shops, plenty of places to eat and drink and loads of parking.The only thing it doesn't have is a cinema and that is probably because the largest cinema chain in Cyprus has a 6 screen cinema 15 minutes away.Very enjoyable and somewhere you can keep on coming back to.",Nicosia mall,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.8442}",0.8442,pos
19,50,New and modern Mall in Nicosia. Plenty of beautiful shops in a very nice ambiance. Also nice cafe shops and restaurants. Worth the visit.,Nicosia mall,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.8998}",0.8998,pos
20,50,"The best place to go for shopping. Comfortable and shoppers’ friendly.Everything you need you can get. Supermarket, high quality butchers shop and fruit market. Shops that cover all tastes and all budgets. Food court I can say one of the best “Food Markets” I’ve ever been. Located in one of the prime spots of the Mall with a huge smoking area.As stated on the title THE BEST MALL BY FAR.",Nicosia mall,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.9635}",0.9635,pos
