,r_points,r_text,place,scores,compound,score
0,50,Highly recommended. Very elegant environment with nice music. The service was very good too. There is a quite interesting dining menu and whatever we ordered was delicious indeed.,The Gym,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.9548}",0.9548,pos
1,50,"Went down on a whim, had the bao buns which wound up being some of the best I've ever tasted - the Emerald tini was a great accompaniment as well; service was polite and attentive - I'll be back!",The Gym,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.8932}",0.8932,pos
2,10,"I paid 13 euros for 3 miserable bao buns that were made probably 2 days ago...I wish I was exaggerating but I am not. even the mayo was dried and had this ""lovely ""yellowish color. The chicken burger was even worse. Please don't waste your money",The Gym,"{'neg': 0.137, 'neu': 0.611, 'pos': 0.252, 'compound': 0.815}",0.815,pos
3,50,"Very professional, respectful and kind staff. Made us feel very at home and added to the overall experience. Absolutely phenomenal food! Very interesting concepts for dishes and incredible plating. Nice sized portions to keep you full but not too much. Professional mixologists and delicious looking and tasting drinks. Gorgeous interior design and very welcoming for dinner. Would love to revisit it and would recommend it to anyone visiting Nicosia who is a foodie!",The Gym,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.9869}",0.9869,pos
4,50,"Definitely suggested, amazing cocktails and food, friendly staff and atmosphere. Will visit again ❤️",The Gym,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.8658}",0.8658,pos
5,50,"Very friendly staff! Good service, nice atmosphere.. the cocktails and food was delicious! Will definitely visit again",The Gym,"{'neg': 0.0, 'neu': 0.422, 'pos': 0.578, 'compound': 0.9472}",0.9472,pos
6,50,I Find quality in artistic place with people who love what the do and they have vibes who give you a good night out,The Gym,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7964}",0.7964,pos
7,50,"While there are plenty of restaurants that offer great Cypriot dishes in Nicosia, finer meals are difficult to find. I love The Gym's small menu which means fresh ingredients. Over the years I have visited this restaurant, the quality of the dishes has constantly been high. I have tried almost everything on their menu and there is nothing I would not eat again. Here is a suggestion: take the roasted beet salad with crispy goat cheese and the tuna tataki as a starter, pork cheeks for main, and banoffee for desert. Add a bottle of white Melissopetra wine and you have an out of the ordinary meal. The Gym is always a highlight when I visit Cyprus.",The Gym,"{'neg': 0.021, 'neu': 0.869, 'pos': 0.11, 'compound': 0.8885}",0.8885,pos
8,50,So tasty and well presented dishes. I loved the langoustine risotto dish. The deserts was ok and the portions important . I recommend this place. Good atmosphere and service . The average plate price is between 17 to 24 euros and desert is 8 euros.,The Gym,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9282}",0.9282,pos
9,40,Popped in here for lunch when in Nicosia recently. The decor is cool and looks smart. Service was polite and attentive. The menu is not that extensive but that's fine at lunchtime. I chose the Caesar Salad - I felt it was a little too salty but my friend thought it was the best he's ever had so there you go. All the meals we had were good and the price was reasonable. Would certainly recommend for a lunch visit.,The Gym,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9776}",0.9776,pos
10,40,"I'd searched around for a coffee that would appeal to my hipster sensibilities, and The Gym has it. They also serve coffee with a side biscuit or two, in fact, I think all drinks come with something. The red wine selection is fantastic.",The Gym,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.5574}",0.5574,pos
11,30,"We dropped in for a light lunch after a long walk. What more appropriate then a joint called The Gym?In Nicosia, people smoke, a lot. I thought that at a place called The Gym, it might be different. It was. If you like a woman sticking her fag in your ear, this is the place for you.Otherwise the food was okay. Stella was good. The servers couldn’t care less. Maybe it was because we weren’t Smoking.",The Gym,"{'neg': 0.04, 'neu': 0.825, 'pos': 0.135, 'compound': 0.7506}",0.7506,pos
12,40,The place is located in the old city of Nicosia at Onasagorou street. Its an old restored building made of stone and wood and the owners gave it a modern look with the addition of steel and canvas decoration. You can call it cozy with nice music matching the time that you are visiting. The stuff are nice and polite and they gladly propose drinks to match your taste. Their drinks are nice and inspired. The place offers also food which is good and tasty. The portions are a bit small but by no means poor. Overall is a nice place to visit if you want a tasty snack or a drink to chill out.,The Gym,"{'neg': 0.056, 'neu': 0.797, 'pos': 0.147, 'compound': 0.7469}",0.7469,pos
13,50,Regular visitor for past 2 years.. love especially their gin tonic cocktails.. tried also few dishes and always very tasty.. very stylish place.. it’s a restaurant/bar/gallery all in one.. worth visiting..,The Gym,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.7269}",0.7269,pos
14,10,"This is the second time we're ""accidentally"" overcharged. Last time, we noticed it on time, this time, we missed it. Four persons, five meals.On another note, food is really good albeit a bit expensive and service is otherwise very good. Still, this is the last time we visit.",The Gym,"{'neg': 0.042, 'neu': 0.837, 'pos': 0.121, 'compound': 0.6353}",0.6353,pos
15,50,"Excellent cocktails - try anything with Gin, it’s amazing! The food was lovely too. We had great fish and seafood pasta for main course. And Excellent shrimpGyoza and Succulent tuna tataki as starters. Last but not least, the decoration and atmosphere was great too. Old tiles decorate the floors, comfortable seating everywhere, on a cool night it’s nice to eat at their veranda. This place is worth the visit and its great value for money.",The Gym,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.9907}",0.9907,pos
16,50,Not one to write reviews on this occasion I have to say this place does some of the best cocktails ever.,The Gym,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.6369,pos
17,50,"Hello, I’m a Hilton Diamond member and frequent traveler to Bogota. Michele in the Gym is definitely one of the best resources in the hotel. Friendly and always willing to help. Very professional. The staff in the hotel is excellent.",The Gym,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.9578}",0.9578,pos
18,50,"There is nothing negative to say about this place since it’s amazing! Excellent service, high quality food (the menu changes with each season) and unique atmosphere! By far my favorite bar/restaurant in Nicosia!",The Gym,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.9368}",0.9368,pos
19,50,They recommend the gym from our hotel so we booked a table for dinner. We have been surprised from the ambience of this place. Very nice food excellent choices of wine by the glass. We had few days in Nicosia and we didn’t missed the gym not even for one day.I totally recommend it.,The Gym,"{'neg': 0.035, 'neu': 0.744, 'pos': 0.221, 'compound': 0.8947}",0.8947,pos
20,40,"Very friendly staff, nice ambiance and good collection of cocktails and wine. Only no food for vegetarians only salads they have 😊for vegetarians",The Gym,"{'neg': 0.072, 'neu': 0.62, 'pos': 0.308, 'compound': 0.8051}",0.8051,pos
21,50,"We were in Nicosia for 3 days and unexpectetly we found this great place. Its not just a bar or restaurant its something very unique.We had many coctails but try their velvet whisper and zombi. For food we had ceviche, shrimps gyoza and fresh tuna, amazing dishes!Dont miss their beautifull country yard if you want to relax but avoid it if its really hot.I wish i could post some photos.",The Gym,"{'neg': 0.056, 'neu': 0.699, 'pos': 0.245, 'compound': 0.9513}",0.9513,pos
22,50,The old town of Nicosia is the part worth visiting. The gym is the best place in Nicosia with the highest standards in food drinks service and shopping. Don’t miss the gallery and the courtyard!,The Gym,"{'neg': 0.04, 'neu': 0.8, 'pos': 0.16, 'compound': 0.6996}",0.6996,pos
23,50,We pop in while walking in Onasagorou str Actually we just wanted to wonder the place since it was looking beautiful and take some photographs too. however we end up drinking their amazing cocktails from 7pm until all night long!! Their signature margarita was superb.I am sure they have great food for dinner as I saw the plates passing next to me. A must try for the next time.,The Gym,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.9401}",0.9401,pos
24,50,"Great bar superb cocktails. Nice atmosphere, don't miss to check out their gallery. There is also a small but beautiful back yard if you want privacy. Their food and bites are amazing too.",The Gym,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.9597}",0.9597,pos
25,50,"We found this by mistake last Thursday & went back Friday & Sunday , love the place .Good staff & good selection of gins !!!Had pork cheeks there on the Friday & very very good all tho as I read on other comments about the size being small portions , yes they was , my wife had Banofee & that was a big portion for a desert .All in all we all really liked it .",The Gym,"{'neg': 0.03, 'neu': 0.722, 'pos': 0.248, 'compound': 0.9529}",0.9529,pos
26,50,As we were wandering the old town we happened on the Gym. Wandered in and loved the attention to the cocktails being made. We checked out the menu and booked for the next nightFantastic menu. Wonderful flavours. Great service and perhaps the best tuna dish everService was excellent. This is very accomplished cooking in a very funky spaceYou will love it,The Gym,"{'neg': 0.021, 'neu': 0.644, 'pos': 0.335, 'compound': 0.9805}",0.9805,pos
27,50,"A quirky bar restaurant in the old town , fantastic cocktails and great food but the best thing was the great staff there is also a very quirky little shop out the back which is worth a look",The Gym,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.962}",0.962,pos
28,30,"Located in the old town, The Gym has a nice ambiance and background music. The food is lovely BUT the portions are tiny!! They are the size of a gourmet restaurant in London rather than Cyprus. Just getting a main dish with no starter(s) is not enough to fill you up and you’ll leave the restaurant feeing hungry wondering whether you should get a take away kebab on your way home.",The Gym,"{'neg': 0.057, 'neu': 0.875, 'pos': 0.068, 'compound': 0.1984}",0.1984,pos
29,50,"The gym has been my favorite place the last couple of years.Even though i have a great time in other places in Nicosia, at the gym we experience something unique. I don't know, it is a mixture of several things. It is the vibe, the ambience but not only.There you can feel the energy of a proper bar and at the same time having a fine dining experience. The music is great, food very creative and cocktails are super. You can also find more than 50 choices of wine by the glass.I couldn't recommend it more!!",The Gym,"{'neg': 0.024, 'neu': 0.746, 'pos': 0.23, 'compound': 0.9739}",0.9739,pos
30,50,The cocktails at the gym is super especially the presentation. Cool music and cool vibes in general. The decor and ambience of the place is fantastic. Last time went at the gym on Sunday for brunch and we end up having cocktails until late afternoon!!,The Gym,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.9177}",0.9177,pos
31,50,"Nice atmoshire / music, people 30-45 of age, very goog service,you need reservation. you have to walk a little to find it.",The Gym,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215,pos
32,50,We first visited the gym a year ago and since then it's my favorite place in Nicosia.At my last visit we started having cocktails at the bar listening to very nice music. We proceeded with our dinner which for another one time everything was excellent. The dishes were very creative taking our culinary experience to the next level.,The Gym,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.9183}",0.9183,pos
33,50,"Excellent food. The place is simple and beautiful. Theres a harmony to it and its great for friends, couples...at the bar. Great cockteils and hosts",The Gym,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9705}",0.9705,pos
34,50,"The package is great. Staff, food, decoration, seating - just great. Friendly service, great food and cocktail.",The Gym,"{'neg': 0.0, 'neu': 0.436, 'pos': 0.564, 'compound': 0.9477}",0.9477,pos
35,30,"Called without a reservation. We’re given a high table with stools, which was fine. However, it was so dark we couldn’t read the menu. We asked for a candle but were told we couldn’t have one. Staff just seemed a bit disinterested and preoccupied. Had to read the menu with my iPhone torch. Food arrived and risotto was very good. My wife’s chicken was not hot so we asked for it to be heated up. Took 10 minutes to do this as I think they prepare another dish. Whilst the new dish was hot (and tasty), it did mean I had almost finished the risotto when it arrived. Shiraz was most acceptable. All in all, food was good but service lacking.",The Gym,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.9241}",0.9241,pos
36,50,"The Gym is a welcome respite from the hundreds of touristy restaurants throughout Cyprus (though there are many great local places). The food was very tasty and well prepared; small menu but for lunch still something for everyone. The restaurant itself is very comfortable; smoking outside only, with some amazing items in their gift shop and a very interesting and eclectic decor. The wait staff and bartender were great; very accommodating. Next time through Nicosia, we will definitely try it out for dinner.",The Gym,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.988}",0.988,pos
37,20,"We tried four different dishes, none was satisfactory. In sense of taste. Quality wise no issues. Coffee very weak.",The Gym,"{'neg': 0.293, 'neu': 0.586, 'pos': 0.121, 'compound': -0.5272}",-0.5272,neg
38,50,"First time we went for a quick lunch, the second for a longer breakfast. Both times it was awesome, though slightly expensive. The coffees were outstanding. I had the cheese in pastry, one daughter had a Cesar salad and the other the Cesar wrap…all were great.Breakfast was the poached eggs with salmon and avocado plate, scrambled eggs and pancakes with Nutella. WOW.And the décor is great, too. Make sure you walk toward the back and see the enclosed patio, have a coffee there if it isn’t raining.",The Gym,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.9382}",0.9382,pos
39,10,"They destroyed my evening , the manager/ host is racist. We made reservations for 3 people outside, nobody informed us we will be seated right next to exit with wind and no heaters. Was very cold so I went to manager/host with request to move us inside as soon as someone else will leave. He was very rude and he said that we will not seat in side and nobody will not leave!!! I came back to the table, he came after me and was complaining to my greek friends in Greek about me !!!! I asked him in English and he put me down and keep talking in Greek. This is unacceptable I have sent a letter from my law agency to Cyprus tourist organization to see this case in the racist background.After 15 minutes other table left he did not move us there, then next table left so we get up and seated there.When we ask to remove some ingredients from the menu we got answer “you are not allowed “ I’m sorry if I don’t like mussels why can’t I remove it?That means they must have ready dishes, here was again attitude from the waiter.The place has high prices and I’m fine with it, but I expect service and quality, here I haven’t got anything. On top of that place was dirty, I even saw a disgusting part of the store room and made pictures. The worse part is that I have destroyed my evening and all we were very upset allNight for such stupid reasons :(Don’t go there is you don’t want to finish the same",The Gym,"{'neg': 0.149, 'neu': 0.81, 'pos': 0.041, 'compound': -0.9864}",-0.9864,neg
40,50,"Being a large group we could taste many plates and everything was well thought-out in terms of taste, texture and inventive combinations but not too eclectic so everyone could enjoy the food. We just missed the possibility of ordering a bowl of soup or a simple salad. The service was attentive and professional.",The Gym,"{'neg': 0.05, 'neu': 0.839, 'pos': 0.111, 'compound': 0.5339}",0.5339,pos
41,50,"Happened to come across the Gym whilst shopping. Attractive exterior and nicely laid out inside. Small menu but I like that, very high quality food and presentation. Highly recommended. 👍",The Gym,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.8312}",0.8312,pos
42,50,We dined her last night lovely food good choice on the menu! My steak was cooked to perfection 😋staff were friendly and helpful too :) toilets need tlc tho,The Gym,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.9622}",0.9622,pos
43,20,Clean restaurant. Clean toilets. Friendly staff. Very good hot chocolate. Good drinks/coffees. Average tasting food. Too small portions. Expensive for what is offered.,The Gym,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.9286}",0.9286,pos
44,50,"Amazing bar, fantastic cocktails and very friendly staff! We got wine, cocktails and platter with cheese and prosciutto. It have been a while since I had a descent zombie!",The Gym,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9096}",0.9096,pos
45,50,"One of the best steaks in town, although you would need a starter dish as well. Great wine list, many by the glass and an enjoyable atmosphere.",The Gym,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.9231}",0.9231,pos
46,50,"I came here for brunch.I had a black angus burger which was really delicious, tidy and easy to hold. The wedges were also hot and tasty.My girlfriend was happy with her eggs on toast as well.All in all, we had a great Sunday noon experience.",The Gym,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.9402}",0.9402,pos
47,40,Another pleasant evening spent in the Gym with lovely food and wine. Service was really good too. Well worth a visit.,The Gym,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9268}",0.9268,pos
48,50,"We met up with friends for a birthday celebration - the evening kitchen opens from 8pm so we enjoyed a few pre dinner drinks at the bar , where we were offered cheese and bread rusks which were delicious.The evening menu had a limited but very good variety, we started with a delicious spinach anari salad which had an amazing dressing, warm bread was served with rosemary infused dipping oil .Followed by 3 of the party ordering fillet steak (a tad on the small size ) cooked to perfection and seabass , which was flaky and moist with a wonderful crispy skin. Mouthwatering.Deserts were absolutely delicious, we chose one of each .Good attentive staff , very accommodating, even though the place was very busy by the time was left . We will definitely return, thoroughly recommend...",The Gym,"{'neg': 0.009, 'neu': 0.695, 'pos': 0.296, 'compound': 0.9939}",0.9939,pos
49,40,"Original bar/restaurant in the core centre of Nicosia hidden behind a leafy facade of the small terrace. Inside you will find old brick walls combined with some modern elements, unusual details, neon lights, an impressive ceiling light hanging in the middle of the room (see my pic) and even an art gallery.The menu a little bit too “short” in my opinion but what I got was simply excellent: crispy goat salad, sea bass fillets and a sort of dark chocolate dessert. I was impressed by the superb wine list with a professional choice of local (Cypriot) wine too. I went for a quite rare indigenous grape variety: Morokanella by Aes Ambelis Winery ... a great choice. Anyway before my selection we were sent by the waiter a wine connoisseur who exp plain in details the local wines which I was interested in. Professional service. Average prices. If you gave not here before ... certainly a place to give a try.",The Gym,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.9861}",0.9861,pos
50,50,"Stopped for late lunch and look forward too visiting again next time in ledra street.Good size portions especially for the price, everything is cooked fresh and you can tell.We had the homemade lemonade and was delightful, I had a few of the bar and the drinks going out made me wish I wasn’t driving!And the staff was friendly and service efficient too ✅Easily recommend to all.",The Gym,"{'neg': 0.025, 'neu': 0.742, 'pos': 0.233, 'compound': 0.9402}",0.9402,pos
51,10,Went here tonight and have to say what an absolutely dreadful night. Customer service was horrendous. They have no idea about allergies and what to expect when someone with allergies comes into there restaurant. I told them what im allergic to and are that clueless they put the most dangerous things I couldnt eat on a plate. Stay away to be honest!,The Gym,"{'neg': 0.241, 'neu': 0.714, 'pos': 0.045, 'compound': -0.9228}",-0.9228,neg
52,50,"excellent cocktails, by far the best cosmopolitan in town and a very good service in and out of the bar!!",The Gym,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9132}",0.9132,pos
53,40,We went with my husband for a date night! We ordered the chicken and loved it but to be honest the portion was kind of small! I got the Blossom drink and really enjoyed it and my husband got something Red .....(something)which he really liked aswell! The staff was friendly and the prices of the drinks reasonable! The atmosphere was also calming and perfect for a date! I would go back again for a drink but not for food! Too little and too expensive for our taste I believe!,The Gym,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.9861}",0.9861,pos
54,50,"We found the Gym quite by accident, just wanted a snack, we were quite tired and fed up of walking ........What a find.......not a large menu, a very different menu that actually suited me.......it has to be the most adventurous amazing meal that I have had the pleasure to eat for a long time...... the menu may not suit some people but my husband who definitely does not like change actually ate steak tartare........I was so surprised at his choice but he just loved it, I had the Tuna dish which sent my taste buds chomping at the bit for more........we booked a table for the following evening as we so enjoyed the experience.The wine list is excellent, some of their best wines are available by the glass which is a rarity these days......I just cannot recommend the Gym enough.",The Gym,"{'neg': 0.059, 'neu': 0.723, 'pos': 0.218, 'compound': 0.9834}",0.9834,pos
55,40,"Starting with a bottle of white fresh white wine. Following a very nice tuna salat complementary home baked bread. Main dish: Salmon for my wife, beef steak filet for me. Friendly service, nobody hurry’s. Lefkosia itself is not that interesting, The Gym made in worthwhile.",The Gym,"{'neg': 0.044, 'neu': 0.741, 'pos': 0.214, 'compound': 0.8287}",0.8287,pos
56,50,Fantastic coktail choices Very nice place One of the best place to eat in city center And everething for a correct price,The Gym,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8977}",0.8977,pos
57,40,Only came here for drinks and sat in the inside courtyard. Really nice cocktails and laid back atmosphere. Great to visit with friends. Prices are what you would expect (6.5-9 euro) for alcoholic beverages. Would go again to try more.,The Gym,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.8832}",0.8832,pos
58,40,"A quaint place with character. The Gym has an opinion, and that is the marriage of old and new, of trend and traditions. The venue is, by all means, a wonderful ode to heritage, being it an old but preserved building restored but yet maintaining its former personality. The new touches that have been added are enough to attract a stylistically interesting crowd, although I do believe the decor inside could have been much better and interesting. The food is good, not a marvel, but decent enough to spend an evening there with friends and enjoy the overall atmosphere. The only setback for me is the parking in the area which during peak hours is totally chaotic. Other than that a good presence in the old part of Nicosia.",The Gym,"{'neg': 0.05, 'neu': 0.718, 'pos': 0.232, 'compound': 0.9819}",0.9819,pos
59,50,It is not the first time I visit this place and always the food is good as expected. However the portions are shrinking ! The chicken with cheese was tasty and the daiquiri was well done and fruity. The service was good with slight delay. The atmosphere is always amazing. I recommend it,The Gym,"{'neg': 0.038, 'neu': 0.724, 'pos': 0.238, 'compound': 0.9041}",0.9041,pos
60,40,The good things about this venue is the interior design and the service quality. The waiters are polite and helpful . The capacity is big enough that you can find a place even though you have not reserved for a table. It has open terrace for smokers and a bar scene for who do not. However the menu options need to be expanded a little. When we had the dinner 3 options were unavailable and we had difficulty to choose from the remaining. And this happened a couple of times so now we are thinking if we can find the dishes we like.,The Gym,"{'neg': 0.023, 'neu': 0.897, 'pos': 0.08, 'compound': 0.7003}",0.7003,pos
61,40,"This is a nice bar to hang out with friends for coffee, drinks, brunch or dinner. It has a bit of everything at good quality.",The Gym,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8316}",0.8316,pos
62,50,"This unique place became our spot. Lunch or Dinner, Coffees or Drinks! New tasteful cocktails. Evolution in mixing. Magical dishes with fresh ideas especially at lunch time. We always enjoy the bruch with a couple of cocktails relaxing and chatting. Service is at its best!",The Gym,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.9258}",0.9258,pos
63,30,"So this place is usually packed. I mean you could hear the chatter 300 meters. They have an inside and outside setting. The outside setting is unique in that its partially covered, so you get the outside along with a bit of privacy. I walked into the restaurant at 11 the first time only to be told the kitchen had closed so I had a drink with friends and promptly left. The second visit was a head scratcher as I entered at 9 pm and the waiter told me the kitchen didn't open till 12. He served my friends and I some nuts and drinks. And we left 20 minutes afterwards. So I really didn't get a chance to experience their food, and their seemed to be confusion amongst the staff.",The Gym,"{'neg': 0.051, 'neu': 0.901, 'pos': 0.049, 'compound': 0.1769}",0.1769,pos
64,40,"Definitely the place to get fancy cocktails in Nicosia, its not cheap compared to other places in the area but one hundred percent worth it. If you like something with a bit of theatrics then get the zombie, I won’t spoil the surprise by saying why though.",The Gym,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.8442}",0.8442,pos
