,r_points,r_text,place,scores,compound,score
0,40,"Venetian column is located at the main square of North Nicosia, formerly main square (Sarayonu or Palace square, officialy named Ataturk square) of entire city, in front of the building of British Colonial Court. Although it is not so impressive, it should not be missed.",The Venetian Column,"{'neg': 0.07, 'neu': 0.891, 'pos': 0.039, 'compound': -0.3634}",-0.3634,neg
1,20,It's an old column! And not a great one at that. Staggering is not an adjective that immediately springs to mind for it. Not a lot to do in Nicosia North and it's pretty grimy with typical city hustle and bustle. We were on an organised tour and were dumped there for 6 hours…,The Venetian Column,"{'neg': 0.153, 'neu': 0.793, 'pos': 0.054, 'compound': -0.7083}",-0.7083,neg
2,40,woooow its really something from old time you will love the place also if you go by taxi ask him to stop before the colomn,The Venetian Column,"{'neg': 0.075, 'neu': 0.782, 'pos': 0.143, 'compound': 0.4588}",0.4588,pos
3,30,Marked on the free map and near the law courts .you walk past if your following the free tourist map . Lacks information so without a quick Google you won't really know what it's for .,The Venetian Column,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.765}",0.765,pos
4,30,This column stands in the old town area. It was brought there from the ruins of Salamis in Famagusta.,The Venetian Column,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neg
5,30,"Worth having a look at if you cross to the Turkish side of Nicosia, there isn't much else in Ataturk Square.",The Venetian Column,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",0.2263,pos
6,30,"In the centre of Ataturk square is this column called the Venetian Column. Not built by the Venetians as such, but a tribute to Venetian rule. Not a lot to see. On top of the column is an orb, at the bottom, the coats of arms of various Venetian noble families and on the ground…",The Venetian Column,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.7351}",0.7351,pos
7,30,Wandered onto this commercial section of Lefkosa looking for an Is Bankasi ATM. The column is interesting but not worth a grand exhibition to find it ...,The Venetian Column,"{'neg': 0.174, 'neu': 0.765, 'pos': 0.062, 'compound': -0.5218}",-0.5218,neg
8,30,"Not much to say about this small column the centre of a square, it certainly has some history, which may appeal to some visitors.",The Venetian Column,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.34}",0.34,pos
9,30,This column only stand around 12ft tall so I don't really class it as a column more of a monument. It is quite central so it's worth seeing but don't go out of your way to do so.,The Venetian Column,"{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.1504}",0.1504,pos
10,30,"Worth having a look at if you cross to the Turkish side of Nicosia, there isn't much else in Ataturk Square.",The Venetian Column,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",0.2263,pos
11,30,"In the centre of Ataturk square is this column called the Venetian Column. Not built by the Venetians as such, but a tribute to Venetian rule. Not a lot to see. On top of the column is an orb, at the bottom, the coats of arms of various Venetian noble families and on the ground…",The Venetian Column,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.7351}",0.7351,pos
12,30,Wandered onto this commercial section of Lefkosa looking for an Is Bankasi ATM. The column is interesting but not worth a grand exhibition to find it ...,The Venetian Column,"{'neg': 0.174, 'neu': 0.765, 'pos': 0.062, 'compound': -0.5218}",-0.5218,neg
